30591746307,843111388,Manuel Sousa,990545966,Rua de Mota S/N 4314-071 Costa da Caparica,1964-08-25
15693765779,568173918,Noah Gonçalves,913904490,Avenida Ribeiro S/N 8533-738 Fiães,1989-12-29
70093617799,282267053,Gaspar Lopes,969868537,Alameda Herculano 2 5799-454 Barreiro,1956-05-30
23251982870,698266413,Ricardo Nascimento,989366594,R. Machado S/N 1387-060 Vila Nova de Santo André,2012-01-14
84502604763,883321367,Isabel Rocha,978976526,Avenida Batista 80 8091-074 Esmoriz,1921-10-16
94245479911,521035503,Manuel Nunes,932064811,Rua Lourenço 5 0539-887 Cartaxo,1944-11-01
42941005427,559141753,Mauro Soares-Moreira,975967700,Av da Figueira 38 1692-648 Matosinhos,1932-07-11
92135874125,519942364,Caetana Esteves,937785217,Travessa Pereira 2 0974-981 Costa da Caparica,1943-12-21
72339303349,884826732,Diogo Alves,986333904,Rua de Castro 10 5648-786 Mirandela,1924-09-15
32538586570,050280862,Manuel Amorim,914324153,Avenida Ana Domingues S/N 4906-492 Viana do Castelo,2018-06-26
37727347759,463513553,Carolina Antunes,934538770,Av Garcia 268 3863-164 Cartaxo,1916-04-19
69512854970,363190714,João do Coelho,956348761,Praça de Lima 14 5406-085 Ponta Delgada,1938-05-10
24694953599,473539073,Pedro Guerreiro,931339976,Rua Mafalda Leite 906 6324-365 Póvoa de Santa Iria,1987-07-02
36704981716,135606023,Emanuel Lourenço,959961450,Travessa Alice Sousa 56 9398-207 Faro,2010-12-30
85726034746,697204631,Constança Domingues,976618376,R. das Necessidades 734 5446-684 Amora,1980-06-10
77250520136,587803163,Filipa Vicente,964800866,Praça de Matos 4 9558-396 Santarém,1994-10-08
09948701754,389092091,William Campos-Simões,987043855,Rua Artur Rodrigues 806 5721-374 Torres Vedras,1980-04-20
96353248442,254516173,Carminho Tavares,908163961,Rua Rodrigo Borges 60 0696-483 Penafiel,1982-01-04
23200398532,495681685,Lourenço Fernandes,998466242,Travessa Pedro Cunha S/N 6877-432 Loures,2001-09-30
48488255442,362272908,Alexandra Leite,940133372,Rua Micael Pires S/N 9589-025 Viana do Castelo,2000-12-09
20203063032,335632106,Vasco Gomes,952129672,Travessa Macedo 54 6057-922 Quarteira,1956-08-09
77955310441,143763788,António Silva,933638872,Praça Bruna Silva S/N 0737-950 Vila Nova de Foz Côa,1924-03-26
52151343537,646360207,Duarte Andrade,943797573,Alameda do Recanto 43 5505-029 Vila Real de Santo António,1986-04-21
92352668452,896056845,Fabiana Gonçalves,987789215,Praça de Ramos 2 6433-390 Abrantes,1993-10-27
38854332766,938210605,Rafael Branco,957356901,Rua Esteves 688 1947-911 Paredes,2009-06-28
33780946338,316119180,Érica-Juliana Cardoso,902322697,Av de Alves S/N 7243-068 Lisboa,1936-07-19
